"Train Accuracy = 59.9999964237"
"Loss = 0.662919"
"name","description","tweet_text","link_color","sidebar_color","true label","predicted label","correct_prediction"
"SenpaiScape","I play RuneScape | And watch allot of anime ^_^ RSN: Kilot | RuneFests: 2010, 2011, 2013, 2014 and 2015.","@OldSchoolRS why I hate this stuff now people are gonna cry for older monster graphics, should we get rid of ghost and alfy then.","9266CC","0","0","1","False"
"brosephdye","17 // Aubrey Varsity Football #2 // Senior","Being in the friend zone really is a great thing, just keep at it and she will eventually come around","0084B4","C0DEED","0","1","False"
"pbdaileyfl","","@ESPNCleveland I agree 100 percent. Browns are 2-5 and need to play these guys. They are losing anyways","0084B4","C0DEED","0","1","False"
"meggywink","known as sacajawea","@WalkerLee__11 @AHapp03 he's always surprising us with something new and dope","0084B4","FFFFFF","1","1","True"
"AUgetoffmygold","aunterberger@spin.com","@en_cohen would have accepted payment in the form of honey-roasted peanuts","0084B4","C0DEED","0","1","False"
"_paassiioonn","","Finally realized I'll never get the answers I want","B40B43","CC3366","1","1","True"
"Sabsterz_","","Bitches will act so disgusting and selfish and egotistic and then think they deserve the world","0084B4","FFFFFF","1","1","True"
"Zaplyn","Annoying. Aimless. Angry. Awesome.","No #CSGO for me tonight. Played 3 games today and won them all, including a 16:2 stomp on Mirage. Happy about it.","9999","0","0","1","False"
"carllyy4","Avid animal lover. Wanderlust. Artist. _","And we'll have Halloween on Christmas.","D02B55","829D5E","1","1","True"
"chrismurraylmfm","Radio presenter @LMFMRADIO, Nightclub DJ @FlannerysDublin @ClubNassau & Support @ShamrockRovers","Daniel and Majella's BnB road trip on @UTVIreland - very funny 'Them sliding doors are brilliant'","FF0000","65B0DA","0","1","False"
"NSFWJonathan","Visual artist at created chaos. Atheist, red-green colorblind, humanist, major depressive, southerner. I love fried food, cold drinks and good conversation.","@audible_com My ipad app will not play sound despite the volume being up. This is really really frustrating. $60 book I can't listen to :(","0084B4","C0DEED","0","1","False"
"irenemica","Old fashioned {country} girl. Love is a vintage dress, coffe and a book.Looking for a place to shine. 
Testigos de Ben Sheerman","6. Crash and Burn - @ThomasRhett","DD2E44","FFFFFF","1","1","True"
"gmavincent","","Bernie Sanders Brings Liberalism To The Mainstream And Drops A Truth Bomb On The View https://t.co/RQVi6iXgF3 via @politicususa","0084B4","C0DEED","1","1","True"
"SloanAsloan1976","Love cars with character (junk), political rants aplenty, hate politics of envy and despise woe is me victimhood nonsense from those who need to get to work.","@thedarkweeally @afneil @spectator In 99 minimum wage was 3.60 and we charged 30p for a pint of milk today it's 6.70 and 60p...","0084B4","C0DEED","1","1","True"
"NotJustAThief","I'm more than just a great thief. Maybe someday you'll realize that.//21+MC//V1:@deanwsquirrel's fiance//MV//AU//DMs by invite only. #SupernaturalThief","@BrazenHunterDW @Em_winchester &gt; agreement. ""It could be much worse under the circumstances. At least she seems to be a good kid.""","0084B4","C0DEED","1","1","True"
"wilie_pilapil","","EVERYDAYILOVEYOU Forevermore

and what makes it last

#PushAwardsLizQuens","0084B4","C0DEED","0","1","False"
"davidfair","Christian, Conservative, Texan, News Junkie. #TeaParty #CRinsider","Apparently, military men and women wont be allowed #2A rights unless Ted Cruz is elected Commander in Chief. Lets make it so.","2FC2EF","181A1E","0","1","False"
"HaroldMeneses","Gesti_n Empresarial","Stats for the week have arrived. 4 new followers and 1 unfollower via https://t.co/0o4qyRSM56.","38543","0","0","1","False"
"argumatronic","Anti-statist; I homeschool my kids. Aspiring thoughtleader in the field of disjunction. Obligate carnivore. Writing @haskellbook with @bitemyapp.","@bitemyapp i had noticed your tendency to pee on the carpet, but i didn't want to say anything :P","9266CC","0","1","1","True"
"partofyourw0rld","Classically trained soprano who loves Nintendo, Disney, and @ItsTryHardSteve | SUNY Oswego '19","I have no idea how I'm going to turn this 2 and a half page paper into 5 pages","551A8B","FFFFFF","1","1","True"
"celsxo","v/28XO niggas ain't nothing to mess with.","love in the sky","38543","FFFFFF","1","1","True"
"166HAZEL51","I have not lost my mind - its backed up on HD somewhere,","This man's child died so he got the last drawing the kid did for him tattooed on his arm. Respect! https://t.co/wPbsCAgr6K","0404B4","0","1","1","True"
"FootyFitSean","Specialist Functional Soccer Trainer/Educator/Mentor","@FootballFitFed bi and unilateral dev is crucial. Too much lateral and injuries will pile up. Plus must work on deceleration, avoid injury!","0084B4","C0DEED","0","1","False"
"davUnderGround","","What's the most important component in a relationship","0084B4","C0DEED","0","1","False"
"giustinasearle","Just want dirty talk. Guys only. Lick me suck me eat me fuck me. I said, now!","Model leans over and shows ass. Woman with giant #exhibitionist #pornography https://t.co/H7t7BZeDxY https://t.co/NredBu4M2c","D603C8","0","1","1","True"
"0l1l2","","Amy Schumer: Let&amp;amp;#39;s Talk About The Way We Talk About Women And Sex | 22 https://t.co/IMFNJQ92R4 #amyschumer","0084B4","C0DEED","1","1","True"
"Empress_Skye","I am the stone that the builder refused","Carmina Burana by the FSSO this Saturday. I'm going through such FOMO.","88253","D3D2CF","1","1","True"
"walden_billy","Bellum Omnium Contra Omnes","@Robstagg12 but for now you'll have to look in the mirror and under the sink mate!","FA743E","FFFFFF","0","1","False"
"AlixeCormick","Corporate securities attorney interested in helping client's business ideas become reality. NCFA Canada advisor & ECFA member as an equity crowdfunding booster.","Listening to @darrenmarble and @ronstartengine tell the @eliomotors Reg A+ testing the water story @ #gccb2015 https://t.co/J7hkUdMFxZ","0084B4","FFFFFF","1","1","True"
"badbadhuman","she needs an hero","Listening to fleetwood mac and seeing how far I can bend my fingers without breaking them","F01330","FFFFFF","1","1","True"
